card-link--3ssYv href,heading--2eONR,details--1GUIn,premium-member--3Qd1D,price--3SnqI,updated-time--1DbCk
https://ikman.lk/en/ad/dh689-brand-new-three-storey-house-for-sale-in-kahathuduwa-for-sale-colombo-6,(DH689) Brand New Three Storey House for Sale in Kahathuduwa,Bedrooms: 5 | Bathrooms: 4,MEMBER,"Rs 49,500,000",3 days
https://ikman.lk/en/ad/dh569-two-storey-house-for-sale-in-homagama-for-sale-colombo-5,(DH569) Two Storey House for Sale in Homagama,Bedrooms: 3 | Bathrooms: 2,MEMBER,"Rs 19,500,000",3 days
https://ikman.lk/en/ad/piliyandala-madapatha-brand-new-house-for-sale-for-sale-colombo-1,Piliyandala Madapatha Brand New House for Sale,Bedrooms: 3 | Bathrooms: 2,MEMBER,"Rs 23,500,000",3 days
https://ikman.lk/en/ad/sh1504-three-storey-house-for-sale-in-r-gunarardhana-road-battaramulla-for-sale-colombo-7,(SH1504) Three Storey House for Sale in R Gunarardhana road Battaramulla,Bedrooms: 4 | Bathrooms: 4,MEMBER,"Rs 67,500,000",3 days
https://ikman.lk/en/ad/architectural-designed-brand-new-house-for-sale-in-piliyandala-for-sale-colombo-31,Architectural Designed Brand New House for Sale in Piliyandala,Bedrooms: 4 | Bathrooms: 2,MEMBER,"Rs 29,500,000",3 days
https://ikman.lk/en/ad/kottawa-sikuradapola-2-story-brand-new-house-for-sale-for-sale-colombo-1,Kottawa Sikuradapola 2 Story Brand New House for Sale,Bedrooms: 4 | Bathrooms: 3,MEMBER,"Rs 47,000,000",3 days
https://ikman.lk/en/ad/architectural-designed-brand-new-house-for-sale-in-piliyandala-for-sale-colombo-32,Architectural Designed Brand New House for Sale in Piliyandala,Bedrooms: 4 | Bathrooms: 3,MEMBER,"Rs 47,000,000",3 days
https://ikman.lk/en/ad/house-for-sale-millennium-city-athurugiriya-for-sale-colombo-2,"House for Sale - Millennium City, Athurugiriya",Bedrooms: 2 | Bathrooms: 2,,"Rs 12,500,000",3 days
https://ikman.lk/en/ad/architectural-designed-brand-new-house-for-sale-in-piliyandala-for-sale-colombo-33,Architectural Designed Brand New House for Sale in Piliyandala,Bedrooms: 3 | Bathrooms: 2,MEMBER,"Rs 20,000,000",3 days
https://ikman.lk/en/ad/property-for-sale-kesbawa-for-sale-colombo,property for sale kesbawa,Bedrooms: 3 | Bathrooms: 2,MEMBER,"Rs 25,000,000",3 days
https://ikman.lk/en/ad/beautiful-brand-new-house-for-sale-in-kottawa-for-sale-colombo-1,Beautiful Brand New House for Sale in Kottawa,Bedrooms: 3 | Bathrooms: 2,MEMBER,"Rs 20,000,000",3 days
https://ikman.lk/en/ad/new-house-for-sale-in-kesbawa-for-sale-colombo-3,new house for sale in kesbawa,Bedrooms: 3 | Bathrooms: 2,MEMBER,"Rs 25,000,000",3 days
https://ikman.lk/en/ad/single-story-brand-new-house-for-sale-in-piliyandala-for-sale-colombo-37,Single Story Brand New House for Sale in Piliyandala,Bedrooms: 3 | Bathrooms: 2,MEMBER,"Rs 20,000,000",3 days
https://ikman.lk/en/ad/modern-house-for-sale-in-kottawa-for-sale-colombo-148,modern house for sale in kottawa,Bedrooms: 4 | Bathrooms: 3,MEMBER,"Rs 42,500,000",3 days
https://ikman.lk/en/ad/luxury-property-for-sale-in-kottawa-for-sale-colombo-4,luxury property for sale in kottawa,Bedrooms: 4 | Bathrooms: 3,MEMBER,"Rs 42,500,000",3 days
https://ikman.lk/en/ad/luxury-property-for-sale-in-kottawa-for-sale-colombo-3,luxury property for sale in kottawa,Bedrooms: 4 | Bathrooms: 3,MEMBER,"Rs 42,500,000",3 days
https://ikman.lk/en/ad/brand-new-single-storey-house-for-sale-in-athurugiriya-for-sale-colombo-77,Brand New Single Storey House for sale in Athurugiriya,Bedrooms: 3 | Bathrooms: 2,,"Rs 32,500,000",3 days
https://ikman.lk/en/ad/thalawathugoda-beautiful-luxury-house-for-sale-for-sale-colombo-1,thalawathugoda Beautiful luxury house for sale,Bedrooms: 4 | Bathrooms: 3,MEMBER,"Rs 53,500,000",3 days
https://ikman.lk/en/ad/luxury-modern-house-for-sale-in-dehiwala-for-sale-colombo-2,luxury modern house for sale in dehiwala,Bedrooms: 5 | Bathrooms: 5,MEMBER,"Rs 85,000,000",3 days
https://ikman.lk/en/ad/15-p-valuable-house-for-sale-in-colombo-6-for-sale-colombo,15 P valuable house for sale in colombo 6,Bedrooms: 4 | Bathrooms: 4,MEMBER,"Rs 225,000,000",3 days
https://ikman.lk/en/ad/super-house-for-sale-in-battaramulla-with-furnitured-for-sale-colombo,super house for sale in battaramulla with furnitured,Bedrooms: 5 | Bathrooms: 4,MEMBER,"Rs 255,000,000",3 days
https://ikman.lk/en/ad/prestigious-house-for-sale-nugegoda-for-sale-colombo-7,Prestigious House for Sale Nugegoda,Bedrooms: 10 | Bathrooms: 5,MEMBER,"Rs 65,000,000",3 days
https://ikman.lk/en/ad/premium-house-for-dehiwala-for-sale-colombo,Premium House for Dehiwala,Bedrooms: 3 | Bathrooms: 2,MEMBER,"Rs 42,000,000",3 days
https://ikman.lk/en/ad/house-for-sale-dehiwela-nedimala-for-sale-colombo-3,House for Sale Dehiwela Nedimala,Bedrooms: 5 | Bathrooms: 3,,"Rs 40,000,000",3 days
https://ikman.lk/en/ad/4-bedroom-3-bathroom-house-for-sale-piliyandala-for-sale-colombo-2,4 Bedroom 3 Bathroom House for Sale Piliyandala,Bedrooms: 4 | Bathrooms: 3,MEMBER,"Rs 44,000,000",3 days
https://ikman.lk/en/ad/prestigious-single-story-house-for-sale-pannipitiya-for-sale-colombo-1,Prestigious Single Story House for Sale Pannipitiya,Bedrooms: 3 | Bathrooms: 2,MEMBER,"Rs 22,500,000",3 days
https://ikman.lk/en/ad/nawala-luxury-villa-for-sale-for-sale-colombo,Nawala - Luxury Villa for sale,Bedrooms: 5 | Bathrooms: 5,MEMBER,"Rs 200,000,000",3 days
https://ikman.lk/en/ad/kottawa-brand-new-house-for-sale-for-sale-colombo,Kottawa - Brand New House for sale,Bedrooms: 4 | Bathrooms: 3,MEMBER,"Rs 47,000,000",4 days
https://ikman.lk/en/ad/kalubowila-2-storied-house-for-sale-60m-481p-2200sqft-for-sale-colombo,Kalubowila 2 storied house for sale 60m 4.81p 2200sqft,Bedrooms: 4 | Bathrooms: 3,MEMBER,"Rs 60,000,000",4 days
https://ikman.lk/en/ad/nugegoda-luxury-house-for-sale-for-sale-colombo-16,Nugegoda - Luxury House for sale,Bedrooms: 4 | Bathrooms: 3,MEMBER,"Rs 88,000,000",4 days
https://ikman.lk/en/ad/colombo-06-bed-room-house-on-1270-perches-of-land-for-sale-for-sale-colombo-3,Colombo 06 - Bed Room House on 12.70 Perches of Land for Sale,Bedrooms: 6 | Bathrooms: 6,MEMBER,"Rs 152,000,000",4 days
https://ikman.lk/en/ad/two-stories-house-for-sale-in-mattakkuliya-for-sale-colombo-1,Two Stories House for Sale in Mattakkuliya,Bedrooms: 2 | Bathrooms: 2,,"Rs 17,500,000",4 days
https://ikman.lk/en/ad/pannipitiya-isuru-uyana-05-br-house-on-16-perches-of-land-for-sale-for-sale-colombo-6,Pannipitiya - Isuru Uyana 05 BR House on 16 Perches of Land for Sale,Bedrooms: 5 | Bathrooms: 2,MEMBER,"Rs 38,000,000",4 days
https://ikman.lk/en/ad/mount-lavinia-03-storied-house-on-16-perches-of-land-for-sale-for-sale-colombo-8,Mount Lavinia 03 Storied House on 16 Perches of Land for Sale,Bedrooms: 7 | Bathrooms: 4,MEMBER,"Rs 70,000,000",4 days
https://ikman.lk/en/ad/thalawathugoda-02-storied-large-house-on-502-perches-of-land-for-sale-for-sale-colombo-8,Thalawathugoda 02 Storied Large House on 50.2 Perches of Land For Sale,Bedrooms: 4 | Bathrooms: 3,MEMBER,"Rs 140,000,000",4 days
https://ikman.lk/en/ad/nugegoda-02-storied-old-house-on-265-perches-of-land-for-sale-for-sale-colombo-9,Nugegoda 02 Storied Old House on 26.5 Perches of Land for Sale,Bedrooms: 4 | Bathrooms: 4,MEMBER,"Rs 130,000,000",4 days
https://ikman.lk/en/ad/homagama-meegoda-04-bed-room-house-on-1065-perches-of-land-for-sale-for-sale-colombo-7,Homagama - Meegoda 04 Bed Room House on 10.65 Perches of Land for Sale,Bedrooms: 4 | Bathrooms: 1,MEMBER,"Rs 12,000,000",4 days
https://ikman.lk/en/ad/rajagiriya-buthgamuwa-road-04-br-house-on-11-perches-of-land-for-sale-for-sale-colombo-2,"Rajagiriya, Buthgamuwa Road 04 BR House on 11 Perches of Land for Sale",Bedrooms: 4 | Bathrooms: 2,MEMBER,"Rs 75,000,000",4 days
https://ikman.lk/en/ad/athurugiriya-jayanthi-rd-2-storied-house-on-95-perches-of-land-for-sale-for-sale-colombo-5,Athurugiriya Jayanthi Rd 2 Storied House on 9.5 Perches of Land for Sale,Bedrooms: 4 | Bathrooms: 2,MEMBER,"Rs 31,000,000",4 days
https://ikman.lk/en/ad/house-for-sale-in-colombo-06-for-sale-colombo-138,House for sale in Colombo 06,Bedrooms: 5 | Bathrooms: 4,MEMBER,"Rs 275,000,000",4 days
https://ikman.lk/en/ad/house-for-sale-in-colombo-06-for-sale-colombo-135,House for Sale in Colombo 06,Bedrooms: 4 | Bathrooms: 3,MEMBER,"Rs 240,000,000",4 days
https://ikman.lk/en/ad/nawala-koswatta-02-liveable-houses-on-25-perches-of-land-for-sale-for-sale-colombo-10,Nawala Koswatta 02 Liveable Houses on 25 Perches of Land for Sale,Bedrooms: 7 | Bathrooms: 6,MEMBER,"Rs 125,000,000",4 days
https://ikman.lk/en/ad/piliyandala-makuluduwa-04-bed-room-house-on-40-perches-of-land-for-sale-for-sale-colombo-10,"Piliyandala, Makuluduwa 04 Bed Room House on 40 Perches of Land for Sale",Bedrooms: 4 | Bathrooms: 3,MEMBER,"Rs 100,000,000",4 days
https://ikman.lk/en/ad/valuable-house-for-sale-kottawa-pannipitiya-for-sale-colombo-1,Valuable House for Sale Kottawa Pannipitiya,Bedrooms: 5 | Bathrooms: 3,MEMBER,"Rs 65,000,000",4 days
https://ikman.lk/en/ad/nugegoda-arthurs-place-house-on-235-perches-of-land-for-sale-for-sale-colombo-12,"Nugegoda, Arthur's place House on 23.5 Perches of Land for Sale",Bedrooms: 6 | Bathrooms: 6,MEMBER,"Rs 180,000,000",4 days
https://ikman.lk/en/ad/kaduwela-pahala-bomiriya-03-storied-house-on-09-perches-of-land-for-sale-for-sale-colombo-11,Kaduwela Pahala Bomiriya 03 Storied house on 09 Perches of Land for Sale,Bedrooms: 4 | Bathrooms: 2,MEMBER,"Rs 36,000,000",4 days
https://ikman.lk/en/ad/elegant-family-home-for-sale-in-pannipitiya-for-sale-colombo,Elegant Family Home for Sale in Pannipitiya,Bedrooms: 5 | Bathrooms: 3,MEMBER,"Rs 65,000,000",4 days
https://ikman.lk/en/ad/two-storey-modern-house-for-sale-in-dehiwala-hill-street-for-sale-colombo,Two-storey modern house for sale in dehiwala Hill Street,Bedrooms: 5 | Bathrooms: 3,,"Rs 65,000,000",4 days
https://ikman.lk/en/ad/3-bedroom-house-for-sale-kotte-madiwela-em970-for-sale-colombo,"3 Bedroom House for Sale - Kotte, Madiwela (EM970)",Bedrooms: 3 | Bathrooms: 2,MEMBER,"Rs 42,000,000",4 days
https://ikman.lk/en/ad/luxury-5br-house-for-sale-bellanvilla-boralesgamuwa-for-sale-colombo,"Luxury 5BR House for Sale – Bellanvilla, Boralesgamuwa",Bedrooms: 5 | Bathrooms: 5,MEMBER,"Rs 105,000,000",4 days
https://ikman.lk/en/ad/spacious-5br-house-with-boralesgamuwa-for-sale-colombo,Spacious 5BR House with – Boralesgamuwa,Bedrooms: 5 | Bathrooms: 6,MEMBER,"Rs 130,000,000",4 days
https://ikman.lk/en/ad/brand-new-house-for-sale-in-mount-lavinia-for-sale-colombo-107,Brand new house for sale in Mount Lavinia,Bedrooms: 5 | Bathrooms: 6,MEMBER,"Rs 83,000,000",4 days
https://ikman.lk/en/ad/house-for-sale-in-ratmalana-maligawa-rd-for-sale-colombo,House for sale in ratmalana - Maligawa rd,Bedrooms: 5 | Bathrooms: 3,MEMBER,"Rs 36,000,000",4 days
https://ikman.lk/en/ad/well-maintained-two-storey-house-for-sale-kottawa-for-sale-colombo,Well-Maintained Two-Storey House for Sale – Kottawa,Bedrooms: 4 | Bathrooms: 2,MEMBER,"Rs 28,500,000",4 days
https://ikman.lk/en/ad/22-perch-land-with-a-single-storied-03-bedroom-house-for-sale-at-kotte-for-sale-colombo-19,22 Perch Land with a Single Storied 03 Bedroom House for Sale at Kotte,Bedrooms: 3 | Bathrooms: 3,MEMBER,"Rs 75,000,000",4 days
https://ikman.lk/en/ad/maharagama-06-bed-rooms-large-house-on-16-perches-of-land-for-sale-for-sale-colombo-9,Maharagama 06 Bed Rooms Large house on 16 Perches of Land for Sale,Bedrooms: 6 | Bathrooms: 5,MEMBER,"Rs 63,000,000",4 days
https://ikman.lk/en/ad/colombo-05-thimbirigasyaya-road-03-bed-room-house-for-sale-for-sale-colombo-12,"Colombo 05, Thimbirigasyaya Road 03 Bed Room House for Sale",Bedrooms: 3 | Bathrooms: 2,MEMBER,"Rs 240,000,000",4 days
https://ikman.lk/en/ad/rajagiriya-kalapaluwawa-04-bedroom-upstair-house-at-1st-lane-for-sale-for-sale-colombo-16,Rajagiriya - Kalapaluwawa 04 Bedroom Upstair House at 1st Lane for Sale,Bedrooms: 4 | Bathrooms: 3,MEMBER,"Rs 62,000,000",4 days
https://ikman.lk/en/ad/nugegoda-mirihana-02-upstair-houses-on-165-perches-of-land-for-sale-for-sale-colombo-1,Nugegoda Mirihana 02 Upstair Houses on 16.5 Perches of Land for Sale,Bedrooms: 9 | Bathrooms: 5,MEMBER,"Rs 95,000,000",4 days
https://ikman.lk/en/ad/kohuwala-pamankada-saranankara-road-4-br-house-on-8-perches-for-sale-for-sale-colombo,Kohuwala Pamankada Saranankara Road 4 BR house on 8 perches for sale,Bedrooms: 4 | Bathrooms: 3,MEMBER,"Rs 60,000,000",4 days
https://ikman.lk/en/ad/brand-new-modern-house-for-sale-in-malabe-for-sale-colombo-5,Brand New Modern House for Sale in Malabe,Bedrooms: 4 | Bathrooms: 4,MEMBER,"Rs 62,500,000",4 days
https://ikman.lk/en/ad/athurugiriya-moratuwahena-rd-4-br-house-on-235-perches-of-land-for-sale-for-sale-colombo,Athurugiriya Moratuwahena Rd 4 BR house on 23.5 perches of land for sale,Bedrooms: 4 | Bathrooms: 3,MEMBER,"Rs 65,000,000",4 days
https://ikman.lk/en/ad/brand-new-super-luxury-20p-house-for-sale-in-boralesgamuwa-for-sale-colombo-40,Brand New Super Luxury 20P House For Sale In Boralesgamuwa,Bedrooms: 4 | Bathrooms: 4,MEMBER,"Rs 145,000,000",4 days
https://ikman.lk/en/ad/house-for-sale-nawala-for-sale-colombo-237,House for Sale Nawala,Bedrooms: 4 | Bathrooms: 4,MEMBER,"Rs 95,760,000",4 days
https://ikman.lk/en/ad/mount-lavinia-vihara-mw-05-br-house-on-789-perches-of-land-for-sale-for-sale-colombo,Mount Lavinia Vihara Mw 05 BR house on 7.89 perches of Land for Sale,Bedrooms: 5 | Bathrooms: 5,MEMBER,"Rs 75,000,000",4 days
https://ikman.lk/en/ad/sale-house-in-moratuwa-for-sale-colombo-1,Sale House in Moratuwa,Bedrooms: 3 | Bathrooms: 3,MEMBER,"Rs 42,000,000",4 days
https://ikman.lk/en/ad/modern-house-for-sale-in-piliyandala-for-sale-colombo-207,Modern House for Sale in Piliyandala,Bedrooms: 3 | Bathrooms: 2,MEMBER,"Rs 25,000,000",4 days
https://ikman.lk/en/ad/20p-land-with-well-maintained-luxury-house-ratmalana-for-sale-colombo,20P Land with Well-Maintained Luxury House – Ratmalana,Bedrooms: 6 | Bathrooms: 3,,"Rs 60,000,000",4 days
https://ikman.lk/en/ad/b-new-super-luxury-gated-community-house-for-sale-in-piliyandala-for-sale-colombo-59,B/New Super Luxury Gated Community House For Sale In Piliyandala,Bedrooms: 4 | Bathrooms: 3,MEMBER,"Rs 92,000,000",4 days
https://ikman.lk/en/ad/full-fill-brand-new-house-in-malabe-for-sale-colombo-8,Full Fill Brand New House In Malabe,Bedrooms: 3 | Bathrooms: 2,MEMBER,"Rs 28,500,000",4 days
https://ikman.lk/en/ad/modern-3-bedroom-house-for-sale-in-kesbewa-piliyandala-for-sale-colombo,"Modern 3-Bedroom House for Sale in Kesbewa, Piliyandala",Bedrooms: 3 | Bathrooms: 2,MEMBER,"Rs 25,000,000",4 days
https://ikman.lk/en/ad/luxury-brand-new-house-sale-athurugiriya-for-sale-colombo-34,Luxury Brand New House Sale Athurugiriya,Bedrooms: 4 | Bathrooms: 3,MEMBER,"Rs 47,500,000",4 days
https://ikman.lk/en/ad/prime-88-residencies-b-new-gated-community-house-for-sale-in-piliyandala-for-sale-colombo-27,Prime 88 Residencies B/New Gated Community House for Sale in Piliyandala,Bedrooms: 3 | Bathrooms: 3,MEMBER,"Rs 35,000,000",4 days
https://ikman.lk/en/ad/modern-single-storied-house-sale-athurugiriya-for-sale-colombo-4,Modern Single Storied House Sale Athurugiriya,Bedrooms: 3 | Bathrooms: 2,MEMBER,"Rs 26,000,000",4 days
https://ikman.lk/en/ad/house-for-sale-in-athurugiriya-peaceful-residential-location-for-sale-colombo,House for Sale in Athurugiriya – Peaceful Residential Location,Bedrooms: 2 | Bathrooms: 1,MEMBER,"Rs 18,000,000",4 days
https://ikman.lk/en/ad/10-p-with-luxury-house-sale-malabe-for-sale-colombo,10 P With Luxury House Sale Malabe,Bedrooms: 4 | Bathrooms: 3,MEMBER,"Rs 65,000,000",4 days
https://ikman.lk/en/ad/sukhoopbhoogii-demhl-nivs-vikinniimtt-piliyandala-madapatha-road-for-sale-colombo,සුඛෝපභෝගී දෙමහල් නිවස විකිණීමට PILIYANDALA MADAPATHA ROAD,Bedrooms: 4 | Bathrooms: 2,MEMBER,"Rs 29,500,000",4 days
https://ikman.lk/en/ad/10-perch-brand-new-luxury-single-storey-house-for-sale-in-athurugiriya-for-sale-colombo-21,10 Perch Brand New Luxury Single Storey House for Sale in Athurugiriya,Bedrooms: 3 | Bathrooms: 2,MEMBER,"Rs 28,000,000",4 days
https://ikman.lk/en/ad/super-luxury-three-storey-house-for-sale-in-piliyandala-for-sale-colombo-16,Super Luxury Three Storey House for Sale in Piliyandala,Bedrooms: 4 | Bathrooms: 3,MEMBER,"Rs 45,000,000",4 days
https://ikman.lk/en/ad/luxury-house-for-sale-malabe-for-sale-colombo-257,Luxury House For Sale Malabe,Bedrooms: 4 | Bathrooms: 3,MEMBER,"Rs 39,800,000",4 days
https://ikman.lk/en/ad/brand-new-super-luxury-house-for-sale-in-piliyandala-madapatha-road-for-sale-colombo-111,Brand New Super Luxury House For Sale In Piliyandala Madapatha Road.,Bedrooms: 4 | Bathrooms: 3,MEMBER,"Rs 95,000,000",4 days
https://ikman.lk/en/ad/modern-luxury-2-storied-5br-house-for-sale-in-piliyandala-kesbewa-for-sale-colombo-31,Modern Luxury 2-Storied 5BR House For Sale In Piliyandala Kesbewa,Bedrooms: 5 | Bathrooms: 3,MEMBER,"Rs 40,000,000",4 days
https://ikman.lk/en/ad/two-story-house-for-sale-in-piliyandala-kesbawa-for-sale-colombo-3,Two Story House for sale in Piliyandala Kesbawa,Bedrooms: 4 | Bathrooms: 3,MEMBER,"Rs 33,500,000",4 days
https://ikman.lk/en/ad/best-two-storied-house-for-sale-malabe-for-sale-colombo,Best Two Storied House For sale Malabe,Bedrooms: 4 | Bathrooms: 3,MEMBER,"Rs 35,000,000",4 days
https://ikman.lk/en/ad/luxury-6-bedroom-house-for-sale-in-colombo-havelock-town-for-sale-colombo,Luxury 6 Bedroom House for Sale in Colombo – Havelock Town,Bedrooms: 6 | Bathrooms: 4,MEMBER,"Rs 300,000,000",4 days
https://ikman.lk/en/ad/furnished-super-luxury-4br-house-for-sale-in-kottawa-mattegoda-for-sale-colombo-32,Furnished Super Luxury 4BR House For Sale In Kottawa Mattegoda,Bedrooms: 3 | Bathrooms: 3,MEMBER,"Rs 31,900,000",4 days
https://ikman.lk/en/ad/super-luxury-house-with-35-perch-land-for-sale-in-nawala-koswatta-for-sale-colombo-32,Super Luxury House With 35 Perch Land For Sale In Nawala Koswatta,Bedrooms: 4 | Bathrooms: 4,MEMBER,"Rs 225,000,000",4 days
https://ikman.lk/en/ad/house-for-sale-colombo-09-for-sale-colombo-5,House for Sale Colombo 09,Bedrooms: 3 | Bathrooms: 1,,"Rs 11,500,000",4 days
https://ikman.lk/en/ad/brand-new-super-luxury-3-storey-house-for-sale-at-boralesgamuwa-for-sale-colombo-6,Brand New Super Luxury 3-Storey House for Sale at Boralesgamuwa,Bedrooms: 5 | Bathrooms: 5,MEMBER,"Rs 105,000,000",4 days
https://ikman.lk/en/ad/house-for-sale-in-homagama-for-sale-colombo-2810,House For sale in Homagama,Bedrooms: 2 | Bathrooms: 1,,"Rs 18,000,000",4 days
https://ikman.lk/en/ad/well-architecture-design-single-storey-house-in-kahathuduwa-for-sale-colombo,Well Architecture Design Single Storey House in Kahathuduwa,Bedrooms: 3 | Bathrooms: 2,MEMBER,"Rs 26,000,000",4 days
https://ikman.lk/en/ad/20p-super-luxury-house-for-sale-in-summer-field-residences-boralesgamuwa-for-sale-colombo-30,20P Super Luxury House For Sale In Summer Field Residences Boralesgamuwa,Bedrooms: 4 | Bathrooms: 5,MEMBER,"Rs 145,000,000",4 days
https://ikman.lk/en/ad/super-luxury-brand-new-house-with-pool-for-sale-in-pelawatta-for-sale-colombo-5,Super Luxury Brand New House With Pool For Sale In Pelawatta,Bedrooms: 4 | Bathrooms: 4,MEMBER,"Rs 255,000,000",4 days
https://ikman.lk/en/ad/new-house-for-sale-athurugiriya-for-sale-colombo-106,New house for sale athurugiriya,Bedrooms: 3 | Bathrooms: 2,,"Rs 19,800,000",4 days
https://ikman.lk/en/ad/spacious-family-home-for-sale-in-attidiya-for-sale-colombo,Spacious Family Home for Sale in Attidiya,Bedrooms: 5 | Bathrooms: 2,MEMBER,"Rs 125,000,000",4 days
https://ikman.lk/en/ad/super-luxury-villa-with-indoor-pool-for-sale-boralesgamuwa-for-sale-colombo,Super Luxury Villa with Indoor Pool for Sale – Boralesgamuwa,Bedrooms: 4 | Bathrooms: 4,MEMBER,"Rs 185,000,000",4 days
https://ikman.lk/en/ad/4-bedroom-luxury-furnished-house-for-sale-colombo-05-em164rk-for-sale-colombo,4 Bedroom Luxury Furnished House for Sale – Colombo 05 (EM164RK),Bedrooms: 4 | Bathrooms: 3,MEMBER,"Rs 190,000,000",
https://ikman.lk/en/ad/modern-4-bedroom-home-just-1km-from-sliit-campus-for-sale-colombo,Modern 4-Bedroom Home Just 1km from SLIIT Campus,Bedrooms: 4 | Bathrooms: 4,,"Rs 33,000,000",4 days
https://ikman.lk/en/ad/commercial-and-residential-property-near-kohuwala-junction-for-sale-colombo,Commercial & Residential Property Near Kohuwala Junction,Bedrooms: 5 | Bathrooms: 5,,"Rs 110,000,000",4 days
https://ikman.lk/en/ad/4-storey-luxury-residence-with-lift-dehiwala-nedimala-for-sale-colombo,4-Storey Luxury Residence with Lift – Dehiwala (Nedimala),Bedrooms: 4 | Bathrooms: 4,MEMBER,"Rs 180,000,000",4 days
https://ikman.lk/en/ad/3-storey-family-home-with-rooftop-terrace-kalubowila-for-sale-colombo,3-Storey Family Home with Rooftop Terrace – Kalubowila,Bedrooms: 8 | Bathrooms: 6,MEMBER,"Rs 150,000,000",4 days
https://ikman.lk/en/ad/house-with-slab-for-sale-in-wellampitiya-for-sale-colombo-138,House with Slab for Sale in Wellampitiya,Bedrooms: 2 | Bathrooms: 2,MEMBER,"Rs 14,000,000",4 days
https://ikman.lk/en/ad/single-storey-house-for-sale-in-wellampitiya-for-sale-colombo-865,Single Storey House for Sale in Wellampitiya,Bedrooms: 2 | Bathrooms: 2,MEMBER,"Rs 8,500,000",4 days
https://ikman.lk/en/ad/3-bedrooms-house-for-sale-in-piliyandala-polgasowita-for-sale-colombo-4,3 Bedrooms House for sale in Piliyandala Polgasowita,Bedrooms: 3 | Bathrooms: 2,MEMBER,"Rs 22,500,000",4 days
https://ikman.lk/en/ad/luxury-6-bedroom-house-for-sale-in-pitakotte-mission-road-for-sale-colombo-64,Luxury 6-Bedroom House for Sale in Pitakotte – Mission Road,Bedrooms: 6 | Bathrooms: 6,MEMBER,"Rs 300,000,000",4 days
https://ikman.lk/en/ad/sds-583-valuable-two-storey-house-sale-in-maharagama-for-sale-colombo,(SDS - 583) Valuable Two Storey House Sale in Maharagama,Bedrooms: 5 | Bathrooms: 3,MEMBER,"Rs 52,000,000",4 days
https://ikman.lk/en/ad/brand-new-house-for-rent-in-homagama-pitipana-for-sale-colombo,Brand New House For Rent In Homagama Pitipana,Bedrooms: 4 | Bathrooms: 2,MEMBER,"Rs 19,000,000",4 days
https://ikman.lk/en/ad/ultra-luxury-living-at-clover-villas-prime-signature-home-for-sale-colombo-103,Ultra Luxury Living at Clover Villas – Prime Signature Home,Bedrooms: 4 | Bathrooms: 5,MEMBER,"Rs 85,000,000",4 days
https://ikman.lk/en/ad/two-story-house-for-sale-in-kottawa-for-sale-colombo-316,Two Story House For Sale In Kottawa,Bedrooms: 4 | Bathrooms: 2,MEMBER,"Rs 29,500,000",4 days
https://ikman.lk/en/ad/house-for-sale-in-boralesgamuwa-malani-bulathsinghala-mawatha-for-sale-colombo,House For Sale In Boralesgamuwa Malani Bulathsinghala Mawatha,Bedrooms: 5 | Bathrooms: 3,MEMBER,"Rs 36,000,000",4 days
https://ikman.lk/en/ad/two-story-house-for-sale-in-maharagama-arewwala-for-sale-colombo-2,Two Story House For Sale In Maharagama Arewwala 🏘️🏘️,Bedrooms: 3 | Bathrooms: 2,MEMBER,"Rs 35,000,000",4 days
https://ikman.lk/en/ad/brand-new-single-storey-house-kahathuduwa-for-sale-colombo,Brand New Single Storey House – Kahathuduwa,Bedrooms: 3 | Bathrooms: 2,MEMBER,"Rs 26,000,000",4 days
https://ikman.lk/en/ad/brand-new-solid-modern-super-luxury-house-piliyandala-for-sale-colombo-292,Brand New solid Modern super luxury House-piliyandala,Bedrooms: 3 | Bathrooms: 2,MEMBER,"Rs 25,000,000",4 days
https://ikman.lk/en/ad/ati-sukhoopbhoogii-alnkaar-nivs-vikinniimtt-piliyandala-for-sale-colombo-165,අති සුඛෝපභෝගී අලංකාර නිවස විකිණීමට piliyandala,Bedrooms: 3 | Bathrooms: 2,MEMBER,"Rs 25,000,000",4 days
https://ikman.lk/en/ad/ati-sukhoopbhoogii-alnkaar-nviintm-nivs-vikinniimtt-piliyandala-for-sale-colombo-702,අති සුඛෝපභෝගී අලංකාර නවීනතම නිවස විකිණීමට Piliyandala,Bedrooms: 4 | Bathrooms: 4,MEMBER,"Rs 65,000,000",4 days
https://ikman.lk/en/ad/alnkaar-ati-sukhoopbhoogii-nviintm-nivs-vikinniimtt-piliyandala-for-sale-colombo-126,අලංකාර අති සුඛෝපභෝගී නවීනතම නිවස විකිණීමට piliyandala,Bedrooms: 4 | Bathrooms: 3,MEMBER,"Rs 37,500,000",4 days
https://ikman.lk/en/ad/solid-brand-new-modern-super-luxury-3-storey-house-for-sale-piliyandala-for-sale-colombo,Solid Brand New Modern Super Luxury 3 Storey House for Sale Piliyandala,Bedrooms: 8 | Bathrooms: 7,MEMBER,"Rs 87,500,000",4 days
https://ikman.lk/en/ad/new-super-luxury-2-storey-house-for-sale-piliyandala-for-sale-colombo,New Super Luxury 2 Storey House for Sale Piliyandala,Bedrooms: 4 | Bathrooms: 4,MEMBER,"Rs 37,500,000",4 days
