card-link--3ssYv href,heading--2eONR,details--1GUIn,premium-member--3Qd1D,price--3SnqI,updated-time--1DbCk
https://ikman.lk/en/ad/moratuwa-angulana-off-sea-beach-road-4-br-house-18-p-land-for-sale-for-sale-colombo,"Moratuwa, Angulana, off Sea Beach Road, 4 BR house 18 P Land for Sale.",Bedrooms: 4 | Bathrooms: 2,,"Rs 20,000,000",2 days
https://ikman.lk/en/ad/luxury-brand-new-house-for-sale-in-piliyandala-for-sale-colombo-116,Luxury Brand New House for Sale in Piliyandala,Bedrooms: 4 | Bathrooms: 3,MEMBER,"Rs 36,500,000",2 days
https://ikman.lk/en/ad/asp2602-005super-quality-valuable-house-for-sale-in-piliyandala-for-sale-colombo,(ASP2602-005)Super Quality Valuable House for Sale in Piliyandala,Bedrooms: 4 | Bathrooms: 4,MEMBER,"Rs 45,000,000",2 days
https://ikman.lk/en/ad/luxury-brand-new-house-for-sale-piliyandalaelk022h-for-sale-colombo,LUXURY BRAND-NEW HOUSE FOR SALE – PILIYANDALA[ELK022H],Bedrooms: 3 | Bathrooms: 2,MEMBER,"Rs 26,000,000",2 days
https://ikman.lk/en/ad/sh1151-semi-furnished-two-storey-house-for-sale-in-pelawatte-for-sale-colombo-10,(SH1151) Semi Furnished Two Storey House for Sale in Pelawatte,Bedrooms: 3 | Bathrooms: 3,MEMBER,"Rs 37,500,000",2 days
https://ikman.lk/en/ad/house-with-rooftop-for-sale-in-piliyandala-for-sale-colombo-1,House with Rooftop for Sale in Piliyandala,Bedrooms: 5 | Bathrooms: 3,MEMBER,"Rs 44,000,000",2 days
https://ikman.lk/en/ad/luxury-2-storey-house-for-sale-pannipitiya-for-sale-colombo-3,Luxury 2-Storey House for Sale – Pannipitiya,Bedrooms: 4 | Bathrooms: 6,MEMBER,"Rs 72,500,000",2 days
https://ikman.lk/en/ad/few-left-b-new-4-3br-house-for-sale-canterbury-golf-resort-piliyandala-for-sale-colombo-2,FEW LEFT: B/New 4/3BR House for Sale Canterbury Golf Resort Piliyandala,Bedrooms: 4 | Bathrooms: 3,MEMBER,"Rs 29,500,000",2 days
https://ikman.lk/en/ad/brand-new-house-for-sale-near-millennium-city-roundabout-for-sale-colombo,Brand New House for Sale Near Millennium City Roundabout,Bedrooms: 3 | Bathrooms: 2,MEMBER,"Rs 26,000,000",2 days
https://ikman.lk/en/ad/brand-new-modern-luxury-house-for-sale-pannipitiya-for-sale-colombo-1,Brand New Modern Luxury House for Sale – Pannipitiya,Bedrooms: 4 | Bathrooms: 6,MEMBER,"Rs 72,500,000",2 days
https://ikman.lk/en/ad/3-bedroom-house-with-garden-for-sale-athurugiriya-for-sale-colombo,3 Bedroom House with Garden for Sale – Athurugiriya,Bedrooms: 3 | Bathrooms: 3,MEMBER,"Rs 31,500,000",2 days
https://ikman.lk/en/ad/brand-new-house-with-slab-for-sale-in-wellampitiya-for-sale-colombo-138,Brand New House with Slab for Sale in Wellampitiya,Bedrooms: 3 | Bathrooms: 2,MEMBER,"Rs 23,500,000",2 days
https://ikman.lk/en/ad/luxury-4-br-house-for-sale-malabe-for-sale-colombo,Luxury 4 Br House for Sale – Malabe,Bedrooms: 4 | Bathrooms: 4,MEMBER,"Rs 59,500,000",2 days
https://ikman.lk/en/ad/3-houses-on-18-perches-for-sale-boralesgamuwa-for-sale-colombo-1,3 Houses on 18 Perches for Sale – Boralesgamuwa,Bedrooms: 5 | Bathrooms: 4,MEMBER,"Rs 50,000,000",2 days
https://ikman.lk/en/ad/spacious-3-storey-dual-home-property-for-sale-in-prime-pita-kotte-for-sale-colombo-20,Spacious 3-Storey Dual-Home Property for Sale in Prime Pita Kotte,Bedrooms: 4 | Bathrooms: 2,MEMBER,"Rs 114,000,000",2 days
https://ikman.lk/en/ad/modern-architect-designed-house-for-sale-in-rajagiriya-for-sale-colombo-48,Modern Architect-Designed House for Sale in Rajagiriya,Bedrooms: 4 | Bathrooms: 4,MEMBER,"Rs 78,000,000",2 days
https://ikman.lk/en/ad/brand-new-three-storey-house-for-sale-in-pannipitiya-kottawa-for-sale-colombo,BRAND NEW THREE STOREY HOUSE FOR SALE IN PANNIPITIYA KOTTAWA,Bedrooms: 4 | Bathrooms: 4,,"Rs 51,500,000",2 days
https://ikman.lk/en/ad/spacious-50-perch-property-with-3-houses-for-sale-in-moratuwaish093h-for-sale-colombo,Spacious 50-Perch Property with 3 Houses for Sale in Moratuwa(ISH093H),Bedrooms: 4 | Bathrooms: 2,MEMBER,"Rs 120,000,000",2 days
https://ikman.lk/en/ad/house-for-sale-rajagiriya-for-sale-colombo-429,House for Sale Rajagiriya,Bedrooms: 4 | Bathrooms: 3,,"Rs 684,000,000",2 days
https://ikman.lk/en/ad/brand-new-luxury-two-storey-house-for-sale-in-malabe-for-sale-colombo-5,Brand New Luxury Two-Storey House for Sale in Malabe,Bedrooms: 4 | Bathrooms: 3,MEMBER,"Rs 49,000,000",2 days
https://ikman.lk/en/ad/luxury-brand-new-house-for-sale-piliyandala-town-for-sale-colombo,Luxury Brand New House for Sale – Piliyandala Town,Bedrooms: 5 | Bathrooms: 3,MEMBER,"Rs 62,500,000",2 days
https://ikman.lk/en/ad/brand-new-luxury-house-for-sale-nugegoda-delkanda-for-sale-colombo-378,"Brand New Luxury House For Sale - Nugegoda, Delkanda",Bedrooms: 5 | Bathrooms: 3,MEMBER,"Rs 53,000,000",2 days
https://ikman.lk/en/ad/house-for-sale-in-colombo-05-c7-10443-for-sale-colombo,House for Sale in Colombo 05 (C7-10443),Bedrooms: 4 | Bathrooms: 3,MEMBER,"Rs 120,000,000",2 days
https://ikman.lk/en/ad/luxury-brand-new-house-for-sale-in-boralesgamuwa-bokundara-for-sale-colombo-2,Luxury Brand new House for Sale in Boralesgamuwa Bokundara,Bedrooms: 4 | Bathrooms: 3,MEMBER,"Rs 58,000,000",2 days
https://ikman.lk/en/ad/house-for-sale-in-moratuwa-for-sale-colombo-1762,House for Sale in Moratuwa,Bedrooms: 3 | Bathrooms: 2,,"Rs 28,000,000",2 days
https://ikman.lk/en/ad/super-luxury-spacious-4br-house-with-9-perch-land-for-sale-in-nawala-for-sale-colombo,Super Luxury Spacious 4BR House with 9 Perch Land For Sale In Nawala,Bedrooms: 4 | Bathrooms: 4,MEMBER,"Rs 95,000,000",2 days
https://ikman.lk/en/ad/all-completed-brand-new-house-sale-malabe-for-sale-colombo-18,All Completed Brand New House Sale Malabe,Bedrooms: 3 | Bathrooms: 3,MEMBER,"Rs 32,500,000",2 days
https://ikman.lk/en/ad/house-for-sale-malabe-for-sale-colombo-1808,House For Sale Malabe,Bedrooms: 4 | Bathrooms: 2,MEMBER,"Rs 40,500,000",2 days
https://ikman.lk/en/ad/luxury-2-story-new-house-for-sale-in-kottawa-for-sale-colombo,Luxury 2-Story New House For Sale In Kottawa,Bedrooms: 3 | Bathrooms: 3,MEMBER,"Rs 36,000,000",2 days
https://ikman.lk/en/ad/5-bedroom-brand-new-modern-3-storied-luxury-house-for-sale-em976-for-sale-colombo,5 Bedroom Brand New Modern 3 Storied Luxury House for Sale (EM976),Bedrooms: 5 | Bathrooms: 4,MEMBER,"Rs 45,000,000",2 days
https://ikman.lk/en/ad/single-storey-house-for-sale-in-athurugiriya-for-sale-colombo-48,Single Storey House for Sale in Athurugiriya,Bedrooms: 3 | Bathrooms: 2,MEMBER,"Rs 47,500,000",2 days
https://ikman.lk/en/ad/nidn-kaamr-5k-nviin-nivs-vikinniimtt-piliyandala-polgasowita-for-sale-colombo-18,නිදන කාමර 5ක නවීන නිවස විකිණීමට Piliyandala Polgasowita,Bedrooms: 5 | Bathrooms: 3,MEMBER,"Rs 29,500,000",2 days
https://ikman.lk/en/ad/spacious-single-storied-house-in-malabe-for-sale-colombo,Spacious Single Storied House In Malabe,Bedrooms: 3 | Bathrooms: 3,MEMBER,"Rs 26,500,000",2 days
https://ikman.lk/en/ad/well-build-house-for-sale-malabe-for-sale-colombo-8,Well Build House For Sale Malabe,Bedrooms: 3 | Bathrooms: 3,MEMBER,"Rs 29,000,000",2 days
https://ikman.lk/en/ad/3-bedroom-furnished-house-for-sale-canterbury-golf-residencies-em975-for-sale-colombo,3 Bedroom Furnished House for Sale - Canterbury Golf Residencies (EM975),Bedrooms: 3 | Bathrooms: 2,MEMBER,"Rs 35,000,000",2 days
https://ikman.lk/en/ad/kollmb-hnvaell-bspaartt-muhunlaa-addk-nimkl-nivsk-aj-15486-for-sale-colombo,🚨කොළඹ හංවැල්ල බස්පාරට මුහුනලා අඩක් නිමකල නිවසක් / AJ 15486,Bedrooms: 2 | Bathrooms: 1,MEMBER,"Rs 14,000,000",2 days
https://ikman.lk/en/ad/16-perches-modern-box-type-luxury-house-for-sale-athurugiriya-for-sale-colombo-9,16 Perches Modern Box-Type Luxury House for Sale – Athurugiriya,Bedrooms: 4 | Bathrooms: 3,MEMBER,"Rs 52,500,000",2 days
https://ikman.lk/en/ad/modern-single-story-house-for-sale-kesbawa-piliyandala-for-sale-colombo,MODERN SINGLE STORY HOUSE FOR SALE KESBAWA PILIYANDALA,Bedrooms: 3 | Bathrooms: 2,MEMBER,"Rs 26,800,000",2 days
https://ikman.lk/en/ad/piliyandala-madapatha-single-story-brandnew-house-for-sale-for-sale-colombo,PILIYANDALA MADAPATHA SINGLE STORY BRANDNEW HOUSE FOR SALE,Bedrooms: 3 | Bathrooms: 2,MEMBER,"Rs 26,800,000",2 days
https://ikman.lk/en/ad/newly-build-single-story-house-for-sale-in-piliyandala-for-sale-colombo-16,NEWLY BUILD SINGLE STORY HOUSE FOR SALE IN PILIYANDALA,Bedrooms: 3 | Bathrooms: 1,MEMBER,"Rs 17,000,000",2 days
https://ikman.lk/en/ad/two-storey-house-for-sale-in-meethotamulla-for-sale-colombo-2,Two Storey House for Sale in Meethotamulla,Bedrooms: 3 | Bathrooms: 2,MEMBER,"Rs 11,000,000",2 days
https://ikman.lk/en/ad/house-for-sale-in-colombo-07-c7-10392-for-sale-colombo,House for Sale in Colombo 07 (C7-10392),Bedrooms: 4 | Bathrooms: 3,MEMBER,"Rs 275,000,000",2 days
https://ikman.lk/en/ad/luxury-4-bedroom-house-for-sale-in-kothalawala-for-sale-colombo,Luxury 4 Bedroom House for Sale in Kothalawala,Bedrooms: 4 | Bathrooms: 3,MEMBER,"Rs 65,000,000",2 days
https://ikman.lk/en/ad/two-storey-house-for-sale-in-kolonnawa-for-sale-colombo-188,Two Storey House for Sale in Kolonnawa,Bedrooms: 6 | Bathrooms: 4,MEMBER,"Rs 35,000,000",2 days
https://ikman.lk/en/ad/house-for-sale-in-hokandara-c7-10388-for-sale-colombo,House for Sale in Hokandara (C7-10388),Bedrooms: 4 | Bathrooms: 3,MEMBER,"Rs 28,000,000",2 days
https://ikman.lk/en/ad/sale-house-in-kottawa-for-sale-colombo-1,Sale House in Kottawa,Bedrooms: 4 | Bathrooms: 2,MEMBER,"Rs 33,000,000",2 days
https://ikman.lk/en/ad/brand-new-5-bedrooms-house-for-sale-in-piliyandala-miriswaththa-junction-for-sale-colombo-4,Brand New 5 Bedrooms House for sale in Piliyandala Miriswaththa Junction,Bedrooms: 5 | Bathrooms: 2,MEMBER,"Rs 37,000,000",2 days
https://ikman.lk/en/ad/modern-luxury-house-for-sale-battaramulla-for-sale-colombo,Modern Luxury House for Sale – Battaramulla,Bedrooms: 3 | Bathrooms: 3,MEMBER,"Rs 68,500,000",2 days
https://ikman.lk/en/ad/piliyandala-kotagedara-10p-land-house-for-sale-for-sale-colombo,Piliyandala Kotagedara 10P Land House For Sale,Bedrooms: 3 | Bathrooms: 1,MEMBER,"Rs 21,500,000",2 days
https://ikman.lk/en/ad/two-story-brand-new-house-for-sale-in-piliyandala-for-sale-colombo-4,TWO STORY BRAND NEW HOUSE FOR SALE IN PILIYANDALA,Bedrooms: 4 | Bathrooms: 3,MEMBER,"Rs 36,500,000",2 days
https://ikman.lk/en/ad/three-storey-house-for-sale-in-colombo-14-for-sale-colombo-1,Three-Storey House for Sale in Colombo 14,Bedrooms: 2 | Bathrooms: 3,MEMBER,"Rs 22,500,000",2 days
https://ikman.lk/en/ad/house-for-sale-in-athurugiriya-hs-560-for-sale-colombo-1,House for Sale in Athurugiriya hs 560,Bedrooms: 4 | Bathrooms: 4,MEMBER,"Rs 18,600,000",2 days
https://ikman.lk/en/ad/four-storey-house-for-sale-in-colombo-02-for-sale-colombo-11,four Storey House for Sale in Colombo 02,Bedrooms: 3 | Bathrooms: 3,MEMBER,"Rs 18,000,000",2 days
https://ikman.lk/en/ad/house-for-sale-in-rajagiriya-for-sale-colombo-1241,House For Sale in Rajagiriya,Bedrooms: 4 | Bathrooms: 4,MEMBER,"Rs 135,000,000",2 days
https://ikman.lk/en/ad/house-for-sale-in-rajagiriya-for-sale-colombo-1240,House for Sale in Rajagiriya,Bedrooms: 6 | Bathrooms: 4,MEMBER,"Rs 210,000,000",2 days
https://ikman.lk/en/ad/house-for-sale-in-nugegoda-for-sale-colombo-2069,House For Sale in Nugegoda,Bedrooms: 6 | Bathrooms: 5,MEMBER,"Rs 200,000,000",2 days
https://ikman.lk/en/ad/house-for-sale-in-nugegoda-for-sale-colombo-2068,House for Sale in Nugegoda,Bedrooms: 4 | Bathrooms: 4,MEMBER,"Rs 293,800,000",2 days
https://ikman.lk/en/ad/house-for-sale-in-nugegoda-for-sale-colombo-2111,House for Sale in Nugegoda,Bedrooms: 4 | Bathrooms: 3,MEMBER,"Rs 140,000,000",2 days
https://ikman.lk/en/ad/house-for-sale-in-nawala-for-sale-colombo-667,House for Sale in Nawala,Bedrooms: 4 | Bathrooms: 3,MEMBER,"Rs 250,000,000",2 days
https://ikman.lk/en/ad/house-for-sale-in-nawala-for-sale-colombo-666,House for Sale in Nawala,Bedrooms: 4 | Bathrooms: 4,MEMBER,"Rs 175,000,000",2 days
https://ikman.lk/en/ad/house-for-sale-in-nawala-for-sale-colombo-665,House for Sale in Nawala,Bedrooms: 4 | Bathrooms: 4,MEMBER,"Rs 260,000,000",2 days
https://ikman.lk/en/ad/house-for-sale-in-kotte-for-sale-colombo-687,House for Sale in Kotte,Bedrooms: 4 | Bathrooms: 3,MEMBER,"Rs 275,000,000",2 days
https://ikman.lk/en/ad/house-for-sale-in-kotte-for-sale-colombo-686,House for Sale in Kotte,Bedrooms: 6 | Bathrooms: 4,MEMBER,"Rs 160,000,000",2 days
https://ikman.lk/en/ad/an-exceptional-two-storey-house-for-sale-for-sale-colombo,𝐌𝐨𝐫𝐚𝐭𝐮𝐰𝐚 | An Exceptional Two-Storey House for Sale!,Bedrooms: 4 | Bathrooms: 3,,"Rs 55,000,000",2 days
https://ikman.lk/en/ad/brand-new-house-with-slab-for-sale-in-wellampitiya-for-sale-colombo-137,Brand New House with Slab for Sale in Wellampitiya,Bedrooms: 2 | Bathrooms: 2,MEMBER,"Rs 17,000,000",2 days
https://ikman.lk/en/ad/house-for-sale-uswatte-circular-road-moratuwa-for-sale-colombo-1,"House for Sale – Uswatte Circular Road, Moratuwa",Bedrooms: 4 | Bathrooms: 3,MEMBER,"Rs 55,000,000",2 days
https://ikman.lk/en/ad/house-for-sale-in-gothatuwa-for-sale-colombo-422,House for Sale in Gothatuwa,Bedrooms: 2 | Bathrooms: 1,MEMBER,"Rs 19,000,000",2 days
https://ikman.lk/en/ad/house-for-sale-in-wellampitiya-for-sale-colombo-4908,House for Sale in Wellampitiya,Bedrooms: 2 | Bathrooms: 2,MEMBER,"Rs 12,000,000",2 days
https://ikman.lk/en/ad/two-storey-house-for-sale-in-wellampitiya-for-sale-colombo-1072,Two Storey House for Sale in Wellampitiya,Bedrooms: 6 | Bathrooms: 3,MEMBER,"Rs 11,500,000",2 days
https://ikman.lk/en/ad/stylish-architect-designed-house-for-sale-in-mattegoda-ch1672-for-sale-colombo-31,Stylish Architect-Designed House For sale In Mattegoda - CH1672,Bedrooms: 3 | Bathrooms: 2,MEMBER,"Rs 27,500,000",2 days
https://ikman.lk/en/ad/ph1011-two-storey-house-for-sale-in-mirihana-nugegoda-for-sale-colombo,"(PH1011) Two Storey House for Sale in Mirihana, Nugegoda",Bedrooms: 5 | Bathrooms: 2,MEMBER,"Rs 49,500,000",2 days
https://ikman.lk/en/ad/ah184-house-for-sale-in-embuldeniya-nugegoda-for-sale-colombo,"(AH184) House for Sale in Embuldeniya, Nugegoda",Bedrooms: 2 | Bathrooms: 1,MEMBER,"Rs 21,000,000",2 days
https://ikman.lk/en/ad/super-luxury-4-bedrooms-brand-new-house-for-sale-in-piliyandala-for-sale-colombo,SUPER LUXURY 4 BEDROOMS BRAND NEW HOUSE FOR SALE IN PILIYANDALA,Bedrooms: 4 | Bathrooms: 2,MEMBER,"Rs 35,000,000",2 days
https://ikman.lk/en/ad/house-for-sale-in-wellampitiya-for-sale-colombo-4907,House for Sale in Wellampitiya,Bedrooms: 2 | Bathrooms: 1,MEMBER,"Rs 9,000,000",2 days
https://ikman.lk/en/ad/super-luxury-brand-new-house-for-sale-in-boralesgamuwa-for-sale-colombo-4,Super Luxury Brand New House for Sale in Boralesgamuwa,Bedrooms: 4 | Bathrooms: 5,MEMBER,"Rs 109,000,000",2 days
https://ikman.lk/en/ad/3-bedrooms-house-for-sale-in-homagama-kiriwaththuduwa-for-sale-colombo-21,3 Bedrooms House for sale in Homagama Kiriwaththuduwa,Bedrooms: 3 | Bathrooms: 2,MEMBER,"Rs 22,500,000",2 days
https://ikman.lk/en/ad/spacious-6-bedroom-house-for-sale-nugegoda-for-sale-colombo,Spacious 6-Bedroom House for Sale - Nugegoda,Bedrooms: 6 | Bathrooms: 4,MEMBER,"Rs 85,000,000",2 days
https://ikman.lk/en/ad/modern-quality-valuable-house-for-sale-in-athurugiriya-for-sale-colombo-6,Modern Quality Valuable House for Sale in Athurugiriya 🏠,Bedrooms: 5 | Bathrooms: 3,MEMBER,"Rs 37,500,000",2 days
https://ikman.lk/en/ad/single-storey-house-for-sale-in-wellampitiya-for-sale-colombo-870,Single Storey House for Sale in Wellampitiya,Bedrooms: 2 | Bathrooms: 1,MEMBER,"Rs 7,200,000",2 days
https://ikman.lk/en/ad/modern-brand-new-luxury-house-for-sale-in-athurugiriya-for-sale-colombo-1,Modern Brand New Luxury House for Sale in Athurugiriya,Bedrooms: 3 | Bathrooms: 2,MEMBER,"Rs 28,500,000",2 days
https://ikman.lk/en/ad/super-luxury-12-br-house-for-sale-thalawathugoda-for-sale-colombo,Super Luxury 12 Br House for Sale – Thalawathugoda,Bedrooms: 10+ | Bathrooms: 8,MEMBER,"Rs 180,000,000",2 days
https://ikman.lk/en/ad/modern-two-storey-house-for-sale-piliyandala-polgasowita-for-sale-colombo-4,Modern Two Storey House for Sale Piliyandala Polgasowita,Bedrooms: 4 | Bathrooms: 2,MEMBER,"Rs 33,000,000",2 days
https://ikman.lk/en/ad/luxury-house-for-sale-in-battaramulla-for-sale-colombo-590,Luxury House for Sale in Battaramulla,Bedrooms: 4 | Bathrooms: 3,MEMBER,"Rs 67,500,000",2 days
https://ikman.lk/en/ad/house-for-sale-in-thalawathugoda-for-sale-colombo-2654,House for Sale in Thalawathugoda,Bedrooms: 4 | Bathrooms: 4,MEMBER,"Rs 90,000,000",2 days
https://ikman.lk/en/ad/house-for-sale-in-malabe-for-sale-colombo-3834,House for Sale in Malabe,Bedrooms: 4 | Bathrooms: 3,MEMBER,"Rs 75,000,000",2 days
https://ikman.lk/en/ad/house-for-sale-in-canterbury-golf-resort-kahathuduwa-for-sale-colombo,"House for Sale in Canterbury Golf Resort, Kahathuduwa",Bedrooms: 4 | Bathrooms: 3,MEMBER,"Rs 37,500,000",2 days
https://ikman.lk/en/ad/newly-renovated-luxury-4-bedroom-residence-for-sale-in-delkanda-for-sale-colombo-61,Newly Renovated Luxury 4-Bedroom Residence for Sale in Delkanda,Bedrooms: 4 | Bathrooms: 2,MEMBER,"Rs 79,000,000",2 days
https://ikman.lk/en/ad/sale-beddagana-unfurnished3-story-house-for-sale-mgs2047-for-sale-colombo,"Sale, Beddagana, Unfurnished,3 Story House For Sale (MGS2047)",Bedrooms: 4 | Bathrooms: 3,MEMBER,"Rs 114,000,000",2 days
https://ikman.lk/en/ad/super-luxury-house-for-sale-in-colombo-6-for-sale-colombo,super luxury house for sale in colombo 6,Bedrooms: 6 | Bathrooms: 4,MEMBER,"Rs 300,000,000",2 days
https://ikman.lk/en/ad/house-for-sale-kesbewa-for-sale-colombo-392,House For Sale Kesbewa,Bedrooms: 3 | Bathrooms: 2,,"Rs 24,000,000",2 days
https://ikman.lk/en/ad/modern-4-bedroom-house-for-sale-hokandara-for-sale-colombo-29,Modern 4-Bedroom House for Sale – Hokandara,Bedrooms: 4 | Bathrooms: 3,MEMBER,"Rs 53,000,000",2 days
https://ikman.lk/en/ad/house-and-land-for-sale-in-dehiwala-nadimala-hs4849-for-sale-colombo,"House & Land for Sale in Dehiwala, Nadimala (HS4849)",Bedrooms: 6 | Bathrooms: 3,MEMBER,"Rs 117,600,000",2 days
https://ikman.lk/en/ad/arn422-architectural-design-super-luxury-house-for-sale-in-nugegoda-for-sale-colombo,(ARN422) Architectural Design Super Luxury House for Sale in Nugegoda,Bedrooms: 8 | Bathrooms: 6,MEMBER,"Rs 200,000,000",2 days
https://ikman.lk/en/ad/brand-new-house-sale-at-delkada-nugegoda-for-sale-colombo-1,Brand New House Sale At Delkada Nugegoda,Bedrooms: 5 | Bathrooms: 3,MEMBER,"Rs 53,000,000",2 days
https://ikman.lk/en/ad/modern-luxury-house-for-sale-in-battaramulla-for-sale-colombo-47,Modern Luxury House for Sale in Battaramulla,Bedrooms: 3 | Bathrooms: 3,MEMBER,"Rs 68,500,000",2 days
https://ikman.lk/en/ad/modern-designed-luxury-2-story-house-for-sale-in-hokandara-for-sale-colombo-1,Modern Designed Luxury 2 Story House For Sale In Hokandara,Bedrooms: 4 | Bathrooms: 3,MEMBER,"Rs 53,500,000",2 days
https://ikman.lk/en/ad/with-fully-furnitured-luxury-house-for-sale-in-battaramulla-for-sale-colombo-7,with fully furnitured luxury house for sale in Battaramulla,Bedrooms: 5 | Bathrooms: 5,MEMBER,"Rs 175,000,000",2 days
https://ikman.lk/en/ad/pepiliyana-house-with-land-for-sale-for-sale-colombo,Pepiliyana House with Land for Sale,Bedrooms: 1 | Bathrooms: 1,MEMBER,"Rs 286,000,000",2 days
https://ikman.lk/en/ad/luxury-house-for-sale-dehiwala-for-sale-colombo-44,Luxury House for Sale Dehiwala,Bedrooms: 4 | Bathrooms: 3,MEMBER,"Rs 95,000,000",2 days
https://ikman.lk/en/ad/with-fully-furnitured-super-luxury-house-for-sale-in-battaramulla-for-sale-colombo,with fully furnitured super luxury house for sale in battaramulla,Bedrooms: 5 | Bathrooms: 4,MEMBER,"Rs 255,000,000",2 days
https://ikman.lk/en/ad/with-furnitured-best-house-for-sale-in-dehiwala-for-sale-colombo,with furnitured Best house for sale in dehiwala,Bedrooms: 4 | Bathrooms: 4,MEMBER,"Rs 180,000,000",2 days
https://ikman.lk/en/ad/afa220-02-storey-house-for-sale-in-nawala-for-sale-colombo,(AFA220) 02 STOREY HOUSE FOR SALE IN NAWALA,Bedrooms: 5 | Bathrooms: 4,MEMBER,"Rs 105,000,000",2 days
https://ikman.lk/en/ad/luxury-03-story-house-with-13-p-sale-at-kohuwala-for-sale-colombo,Luxury 03 Story House With 13 P Sale At Kohuwala,Bedrooms: 4 | Bathrooms: 3,MEMBER,"Rs 120,000,000",2 days
https://ikman.lk/en/ad/afa178-02-story-house-with-1148-p-sale-at-malabe-for-sale-colombo,(AFA178) 02 Story House With 11.48 P Sale At Malabe,Bedrooms: 3 | Bathrooms: 3,MEMBER,"Rs 39,000,000",2 days
https://ikman.lk/en/ad/3st-super-brand-new-luxury-house-for-sale-in-pelawatta-for-sale-colombo,3st super Brand new luxury house for sale in pelawatta,Bedrooms: 4 | Bathrooms: 3,MEMBER,"Rs 69,500,000",2 days
https://ikman.lk/en/ad/02-story-house-with-12-p-for-sale-at-pagoda-road-nugegoda-for-sale-colombo,02 Story house With 12 P For Sale at Pagoda road Nugegoda,Bedrooms: 5 | Bathrooms: 4,MEMBER,"Rs 65,000,000",2 days
https://ikman.lk/en/ad/super-house-for-sale-kotte-for-sale-colombo-3,Super House for Sale Kotte,Bedrooms: 5 | Bathrooms: 5,MEMBER,"Rs 220,000,000",2 days
https://ikman.lk/en/ad/3st-luxury-house-for-sale-in-dehiwala-for-sale-colombo-3,3st Luxury House for Sale in Dehiwala,Bedrooms: 8 | Bathrooms: 6,MEMBER,"Rs 115,000,000",2 days
https://ikman.lk/en/ad/thalawathugoda-house-for-sale-for-sale-colombo-154,thalawathugoda house for sale,Bedrooms: 9 | Bathrooms: 8,MEMBER,"Rs 225,000,000",2 days
https://ikman.lk/en/ad/arn632-02-story-house-and-15-p-sale-at-elhena-road-maharagama-for-sale-colombo,(ARN632) 02 Story House & 15 P sale At Elhena Road Maharagama,Bedrooms: 4 | Bathrooms: 3,MEMBER,"Rs 55,000,000",2 days
https://ikman.lk/en/ad/afa606-03-storey-new-house-for-sale-at-jayamangala-road-nugegoda-for-sale-colombo,"(AFA606) 03 Storey New House for Sale at Jayamangala Road, Nugegoda",Bedrooms: 6 | Bathrooms: 5,MEMBER,"Rs 95,000,000",2 days
https://ikman.lk/en/ad/afa165-stunning-newly-renovated-sale-in-nugegoda-for-sale-colombo,(AFA165) Stunning Newly Renovated sale in Nugegoda,Bedrooms: 4 | Bathrooms: 2,MEMBER,"Rs 80,000,000",2 days
https://ikman.lk/en/ad/afa644-new-03-storey-luxury-house-with-20p-sale-at-pitakotte-for-sale-colombo,(AFA644) New 03 Storey Luxury House with 20p Sale at Pitakotte,Bedrooms: 5 | Bathrooms: 5,MEMBER,"Rs 220,000,000",2 days
https://ikman.lk/en/ad/architect-designed-02-unit-house-sale-at-kohuwala-for-sale-colombo-1,Architect Designed 02 Unit House Sale at Kohuwala,Bedrooms: 5 | Bathrooms: 3,MEMBER,"Rs 89,500,000",2 days
https://ikman.lk/en/ad/afa192-03-storey-house-with-25p-land-sale-at-ethul-kotte-for-sale-colombo,(AFA192) 03 Storey House with 25P Land Sale at Ethul Kotte,Bedrooms: 7 | Bathrooms: 4,MEMBER,"Rs 155,000,000",2 days
https://ikman.lk/en/ad/afa188-03-storey-house-with-25p-sale-at-attidiya-for-sale-colombo,(AFA188) 03 Storey House with 25P Sale at Attidiya,Bedrooms: 5 | Bathrooms: 2,MEMBER,"Rs 110,000,000",2 days
https://ikman.lk/en/ad/afa178-02-storey-house-sale-near-malabe-town-for-sale-colombo,(AFA178) 02 Storey House Sale Near Malabe Town,Bedrooms: 5 | Bathrooms: 4,MEMBER,"Rs 55,000,000",2 days
https://ikman.lk/en/ad/2-storey-house-for-sale-kalapaluwawa-rajagiriya-for-sale-colombo,"2-Storey House for Sale – Kalapaluwawa, Rajagiriya",Bedrooms: 3 | Bathrooms: 2,,"Rs 65,000,000",2 days
https://ikman.lk/en/ad/kohuwala-luxury-property-for-sale-for-sale-colombo,kohuwala luxury property for sale,Bedrooms: 4 | Bathrooms: 3,MEMBER,"Rs 125,000,000",2 days
https://ikman.lk/en/ad/morttuv-morttumullen-vyaapaarik-sthaanyk-smg-nivsk-km-13994-for-sale-colombo,🏬මොරටුව මොරටුමුල්ලෙන් ව්‍යාපාරික ස්ථානයක් සමග නිවසක් / KM 13994,Bedrooms: 3 | Bathrooms: 2,MEMBER,"Rs 18,000,000",2 days
https://ikman.lk/en/ad/strong-structure-brand-new-house-sale-athurugiriya-for-sale-colombo-33,Strong Structure Brand New House Sale Athurugiriya,Bedrooms: 3 | Bathrooms: 2,MEMBER,"Rs 28,500,000",2 days
